text,processed,polarity_score,polarity
"Dekat dengan malioboro, mudah cari kuliner. Breakfast sederhana.",malioboro mudah cari kuliner breakfast sederhana,4,positive
huwaw hotelnya terlihat antik dan bagus pelayanan ramah kolam renang oke udah 25 karakter kan kalau kek gini. Oh tapi colokan kurang di tiap kamar TQ.,huwaw hotel antik bagus layan ramah kolam renang oke udah karakter kek gin oh colok kamar tq,16,positive
Cocok buat keluarga bersih dan,cocok keluarga bersih,8,positive
"Over all memuaskan, hanya saja waktu dateng mau check in, kamar yang dipesan belum siap, padahal sudah jam 4 sore, jadi agak kecewa karena anak-anak sudah lelah dan mau istirahat. Mudah-mudahan kedepannya bisa lebih baik lagi.",over all muas dateng check in kamar pes jam sore kecewa anak anak lelah istirahat mudah mudah,12,positive
"Secara keseluruhan itu adalah pengalaman yang baik selama saya tinggal di El Hotel Bandung, tetapi saya memikirkan sesuatu tentang listrik mati 2 kali di malam hari dan alarm kebakaran berdering lama sekali tanpa informasi apa pun. Dan satu hal lagi adalah kamarnya tidak kedap suara, saya mendengar bayi menangis berkali-kali. Mungkin perbaikan apa pun untuk masalah itu akan bagus. Terima kasih.",alam tinggal el hotel bandung pikir listrik mati kali malam alarm bakar dering informasi kamar kedap suara dengar bayi menang kali kali bagus terima kasih,15,positive
Ini adalah hotel tua tapi terawat dengan baik.Namun tolong perbaiki kamar mandi (terutama untuk mandi) dan tempat tidur saya pikir ini saatnya untuk diubah..sarapan baik.banyak variasi makanan,hotel tua awat tolong kamar mandi mandi tidur pikir ubah sarap variasi makan,13,positive
"Hotel ini dekat dengan area publik, pusat perbelanjaan &amp; suasananya bagus, stafnya sangat ramah. Sayangnya, karena ini adalah musim puncak, periode check-in cukup lama, jadi butuh setengah jam untuk masuk ke kamar kami.",hotel area publik pusat belanja amp suasana bagus staf ramah sayang musim puncak periode check in butuh jam masuk kamar,10,positive
"Mereka meningkatkan kamar ke kondominium tel di lantai paling atas, pemandangan indah dan kamar besar yang bagus, bagus untuk liburan keluarga.",tingkat kamar kondominium tel lantai pandang indah kamar bagus bagus libur keluarga,16,positive
"Ini bagus dan nyaman, tetapi resepsi perlu ditingkatkan, Anda harus membuat antrian untuk orang-orang untuk mengantri daripada membiarkan mereka datang kepada Anda sekaligus, sangat tidak terorganisir tentang itu! Saya juga memperhatikan debu di ruangan khusus di atas baskom",bagus nyaman resepsi tingkat antri orang orang antri biar organisir perhati debu ruang khusus baskom,-2,negative
Saya mendapat upgrade gratis di sini ke kamar suite karena tidak tersedia kamar yang telah saya pesan .. kolam renangnya bagus.kamar tidurnya bagus tapi sarapannya begitu ...,upgrade gratis kamar suite sedia kamar pesan kolam renang bagus kamar tidur bagus sarap,16,positive
Hebat tinggal bersama keluarga saya. Sayangnya kolam ditutup selama kami tinggal karena renovasi mereka.,hebat tinggal keluarga sayang kolam tutup tinggal renovasi,8,positive
Kamar yang luas. Kolam renang yang bagus. Staf sangat membantu. Tapi sarapan tidak layak untuk harga. Direkomendasikan secara keseluruhan.,kamar luas kolam renang bagus staf bantu sarap layak harga rekomendasi,15,positive
Lokasi dan makanannya ok. Tetapi saluran TV buruk karena tidak ada sinyal untuk semua saluran pada hari Minggu 1 April 2018. Terlalu banyak tamu sementara kekurangan kursi untuk sarapan.,lokasi makan ok salur tv buruk sinyal salur minggu april tamu kursi sarap,3,positive
"Hotel yang bagus, lokasi strategis dan pelayanan yang baik. 👍🏻👍🏻😉",hotel bagus lokasi strategis layan,5,positive
"Hotel dengan kualitas, Anda mendapatkan apa yang Anda bayar",hotel kualitas bayar,6,positive
Secara keseluruhan itu baik tapi berbagai makanan pada sarapan adalah beberapa di sisi lain pelanggan yang penuh sesak.,makan sarap sisi langgan penuh sesak,3,positive
"layanan yang baik, check-in di meja depan adalah cepat. lokasi baik, dekat ke gereja, tidak jauh dari pusat kota. pacar saya memiliki pengalaman tidak menyenangkan dengan keamanan hotel. mereka semua meminta nomor gadis telepon saya. Aku tinggal di condotel (itu upgrade gratis dari hotel-terima kasih!) Ruang tirai itu sangat berdebu, teman saya menjadi Sneezy sepanjang malam karena atau tirai berdebu.",layan check in meja cepat lokasi gereja pusat kota pacar milik alam senang aman hotel nomor gadis telepon tinggal condotel upgrade gratis hotel terima kasih ruang tirai debu teman sneezy malam tirai debu,19,positive
Itu selalu bagus untuk tinggal di hotel ini belum kemarin saya menemukan handuk kotor dan selimut di kamar saya.,bagus tinggal hotel kemarin temu handuk kotor selimut kamar,1,positive
perawatan lebih harus lebih perhatian terhadap detail. Secara keseluruhan staf Hospitality yang fantastis ... The Parkir Man juga membantu ..... Bravo Mas Eri ...,awat perhati detail staf hospitality fantastis the parkir man bantu bravo mas eri,10,positive
"Menginap di el Hotel Royale Bandung, cukup menyenangkan, karena lokasinya yang cukup strategis dekat dengan Braga. Kamarnya pun lumayan luas dan ada fasilitas mini marketnya, sarapannya juga cukup variatif. Saya memilih type eksekutif karena tertarik luas kamar dan ada balkonnya dengan 2 single bed, ternyata untuk tipe kamar itu hanya tersedia twin bed dan lokasi kamarnya di bagian apartemen, bukan di hotelnya meski lantainya terkoneksi, sungguh agak mengecewakan.",inap el hotel royale bandung senang lokasi strategis braga kamar lumayan luas fasilitas mini marketnya sarap variatif pilih type eksekutif tarik luas kamar balkon single bed tipe kamar sedia twin bed lokasi kamar apartemen hotel lantai koneksi sungguh kecewa,25,positive
"Saya menginap di El Royal dengan tipe kamar El hotel, kamarnya kecil sekali, bahkan dibanding kamar hotel lain masih lebih kecil El Hotel, kamar bersih, breakfast enak, ada mini market 24 jam, oh iya spaghetti nya enak banget, cuma 25 ribu",inap el royal tipe kamar el hotel kamar banding kamar hotel el hotel kamar bersih breakfast enak mini market jam oh iya spaghetti nya enak banget ribu,10,positive
"Parkir luas, check in cepat, masuk kamar bau rokok, ternyata kamar yang ditempatin ex kamar buat perokok, minta minta kamar tidak bisa sudah full. Jadi tiap habis dari luar masuk kamar mesti semprot air spray sanitizer yang kebetulan bawa sendiri biar bau rokok nya hilang sebelum hidupin ac.",parkir luas check in cepat masuk kamar bau rokok kamar ditempatin ex kamar okok kamar full habis masuk kamar mesti semprot air spray sanitizer bawa biar bau rokok nya hilang hidupin ac,-14,negative
"Vintage banget kamarnya, nyaman tapi karena pinggir jalan banget dan kurang kedap suara jadi pas malam mau tidur kedengaran banget suara jalan raya. Yang paling suka poolnya, breakfast banyak macam. Staffnya agak kurang ramah tapi mungkin karena sibuk di weekend.",vintage banget kamar nyaman pinggir jalan banget kedap suara pas malam tidur dengar banget suara jalan raya suka poolnya breakfast staffnya ramah sibuk weekend,26,positive
"Kamar yang diberikan beda dengan yang dipesan, harga makanan yang cukup mahal jika pesan biasa kalau breakfast biasa saja, Terlalu banyak aturan plus tidur kurang nyaman karena berisik dengan keadaan jalan disekitarnya sama kereta. Kelebihannya cuma punya WiFi kencang sama kolam renang yang memuaskan sisanya perlu diperbaiki.",kamar beda pes harga makan mahal pesan breakfast atur plus tidur nyaman berisik jalan kereta wifi kencang kolam renang muas sisa,16,positive
"Meskipun kamarnya bau, tapi fasilitasnya komplet.",kamar bau fasilitas komplet,1,positive
Sesuai dengan yang tertera untuk fasilitas. Cuma proses check-in hampar 2 jam nuggu. Dan fasilitas tombol air pada kloset rusak.,sesuai tera fasilitas proses check in hampar jam nuggu fasilitas tombol air kloset rusak,11,positive
"Pelayanan ramah, kolam renangnya juga suka cocok buat anak, cuma tolong diperhatikan lagi takaran kaporitnya. Mata langsung merah kalau buka airnya kena mata.",layan ramah kolam renang suka cocok anak tolong perhati takar kaporit mata langsung merah buka air kena mata,17,positive
"Hotel ini ada 2 gedung terpisah. Room Merdeka ada di gedung lama dan Condotel ada di gedung baru. Sebaiknya pilih yang condotel. Lokasi hotel dekat pintu perlintasan kereta, suara bel palang pintu kalau ada kereta lewat. Sarapan banyak variasi, rasa standard hotel. Air panas dan air dingin lancar. Check-in and check-out lancar. Parkir mobil luas.",hotel gedung pisah room merdeka gedung condotel gedung pilih condotel lokasi hotel pintu lintas kereta suara bel palang pintu kereta sarap variasi standard hotel air panas air dingin lancar check in and check out lancar parkir mobil luas,16,positive
"Check in cepet, kebersihan kamar standard, kamar mandi cuma ada 2handuk besar dan handuk keset, tidak ada handuk kecil, plastik buat sanitary tidak tersedia. Breakfast nya lumayan, tapi jam 9.30 keju potongan sudah tidak di refill, sudah request tapi tidak dikabari kalau tidak akan di refill. hari ke 2 breakfast, penuh bener sampai duduk di lobby, antri nunggu piring bersih, refill buah dan makanan kurang cepet, dan begitu ada meja kosong terpaksa bersih bersih sendiri, kelamaan nunggu di bersihkan. Minta bantuan bell boy waktu check out lama, sampai angkat sendiri, seandai nya memang lagi ramai kita di kabari aja, kalau bellboy baru bisa nolongin sekian menit lagi, lebih ok dari pada nunggu tidak tentu.",check in cepet bersih kamar standard kamar mandi handuk handuk keset handuk plastik sanitary sedia breakfast nya lumayan jam keju potong refill request kabar refill breakfast penuh bener duduk lobby antri nunggu piring bersih refill buah makan cepet meja kosong paksa bersih bersih nunggu sih bantu bell boy check out angkat nya ramai kabar aja bellboy nolongin sekian menit ok nunggu,22,positive
"Kebersihan kurang, towel sudah abu2 warnanya, kamar kurang terawat.",bersih towel abu warna kamar awat,8,positive
"Suasana hotel menyenangkan, penuh nuansa tradisional dengan gamelan sunda, angklung dan wayang. Anak saya yang penyuka budaya sangat senang disini. Kolam renang juga oke, fasilitas kolam air hangat membuat kami betah berenang. Kekurangannya di breakfast, kurang variatif dan rasanya juga terlalu biasa untuk hotel sekelas ini. Juga ada staf restoran dan pemain gamelan yang kurang ramah.",suasana hotel senang penuh nuansa tradisional gamelan sunda angklung wayang anak suka budaya senang kolam renang oke fasilitas kolam air hangat betah renang breakfast variatif hotel kelas staf restoran main gamelan ramah,14,positive
Sejauh ini ok. Perlu ditingkatkan tapi bagaimana menangani permintaan tamu. Hanya membuat tamu senang. Terima kasih,ok tingkat tangan tamu tamu senang terima kasih,15,positive
"Ros condo koq kecil ya, padahal ukuran 42m2, penataan kurang cozzy, overall OK lah.",ros condo koq ya ukur m tata cozzy overall ok,14,positive
Pelayanan eL Hotel Royale Bandung kurang ramah dibandingkan el hotel ydi kota lain.,layan el hotel royale bandung ramah banding el hotel ydi kota,4,positive
Saat check in jam 14.30 saja masih progress kamar condotel alasannya sdh di book sama group. Dimana mana harusnya personal diutamakan dong. Wah kecewa nih awal2 sdh spt ini dan check out max jam 12. Stlh komplain br dikasih jam 1. Tp kondisi kamar sih ok lumayan dan kolam renangnya bagus. Tlg,check in jam progress kamar condotel alas sdh book group personal utama kecewa nih sdh spt check out max jam stlh komplain br kasih jam tp kondisi kamar sih ok lumayan kolam renang bagus tlg,12,positive
"Check-in lancar, kamar di-upgrade ke executive karena bawa bayi, sampai kamar gede banget ada sofa letter L, tapi shower tidak nyala, hairdryer juga. Teh dan coffee masih bekas guest sebelumnya. Teleponnya jadul amat. Breakfast penuh banget kaya di pasar, kolam renang oke karena air hangat, untuk bayi enak.",check in lancar kamar upgrade executive bawa bayi kamar gede banget sofa letter l shower nyala hairdryer teh coffee bekas guest telepon jadul breakfast penuh banget kaya pasar kolam renang oke air hangat bayi enak,20,positive
"Lokasi ok, bisa jalan kaki kemana mana",lokasi ok jalan kaki,4,positive
Hotel baik tapi wifi di ruangan itu tidak begitu cepat,hotel wifi ruang cepat,1,positive
"Ruangan secara keseluruhan oke, tapi sarapannya karena dapet yang di area kolam renang banyak lalat.",ruang oke sarap dapet area kolam renang lalat,2,positive
"Proses check in lama, tipe kamar yang saya mau nggak ada padahal disuruh nunggu lama, akhirnya setelah komplain baru diupgrade. Ranjang kurang nyaman, sprei kurang bersih. Makanan standart aja. Kalo disuruh balik lagi, saya nggak mau.",proses check in tipe kamar nggak suruh nunggu komplain diupgrade ranjang nyaman sprei bersih makan standart aja kalo suruh nggak,7,positive
Sesuai Harapan. Terima kasih management El Royal.,sesuai harap terima kasih management el royal,7,positive
"Suka sama type kamarnya menghadap ke luar sehingga bisa lihat pemandangan, makanan nya lumayan enak. Bagian lantai kamar kotor apalagi bawah kasur kotor banget, dan air kolam renang keruh banget.",suka type kamar hadap lihat pandang makan nya lumayan enak lantai kamar kotor kasur kotor banget air kolam renang keruh banget,-5,negative
"Hotel sudah tua, saya kebetulan dapat kamar yang lama dengan kondisi karpet dan kamar dengan pemandangan kurang ok. Sarapan tersedia di ruang yang sempit karena kebetulan sedang banyak venue sehingga tamu membludak. Tidak recommended untuk liburan bersama keluarga",hotel tua kamar kondisi karpet kamar pandang ok sarap sedia ruang sempit venue tamu membludak recommended libur keluarga,7,positive
"Atap hotel terlalu rendah, cat tembok banyak yg rusak, seprei ada yg robek, bau lembab, ruangnya cukup luas.",atap hotel rendah cat tembok yg rusak seprei yg robek bau lembab ruang luas,-9,negative
"Kami sangat suka tinggal di sini karena ruangannya persis seperti foto. Sarapan cukup baik, layanannya luar biasa. Hotel ini sangat penuh.",suka tinggal ruang persis foto sarap layan hotel penuh,10,positive
